,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
24126,29.0,male,Master,41906.0,6,RENT,10000.0,DEBTCONSOLIDATION,12.53,0.24,6.0,598,No
18030,32.0,male,Associate,85227.0,7,RENT,25000.0,VENTURE,15.95,0.29,10.0,655,No
37239,33.0,female,High School,62179.0,12,RENT,6468.0,EDUCATION,9.63,0.1,8.0,646,Yes
11585,23.0,female,High School,90996.0,1,MORTGAGE,12000.0,EDUCATION,9.62,0.13,2.0,472,Yes
21797,34.0,male,Bachelor,60986.0,11,MORTGAGE,5000.0,HOMEIMPROVEMENT,11.01,0.08,10.0,682,No
34325,24.0,male,High School,48918.0,1,RENT,12000.0,VENTURE,10.83,0.25,2.0,602,Yes
10363,24.0,female,High School,81370.0,4,MORTGAGE,12150.0,HOMEIMPROVEMENT,10.37,0.15,3.0,662,Yes
40165,24.0,male,Bachelor,83222.0,0,MORTGAGE,4200.0,EDUCATION,11.3,0.05,4.0,606,Yes
28771,29.0,male,Associate,87392.0,11,RENT,15900.0,DEBTCONSOLIDATION,13.04,0.18,10.0,678,Yes
10259,22.0,female,Master,80082.0,0,MORTGAGE,2400.0,VENTURE,11.01,0.03,2.0,705,Yes
23531,35.0,male,Bachelor,43030.0,12,RENT,8600.0,PERSONAL,15.99,0.2,5.0,682,No
16707,25.0,male,Associate,34167.0,2,RENT,3500.0,HOMEIMPROVEMENT,10.99,0.1,4.0,573,No
13176,23.0,female,Associate,109477.0,3,MORTGAGE,20000.0,PERSONAL,14.65,0.18,3.0,590,Yes
39164,24.0,female,Master,54750.0,0,RENT,1500.0,MEDICAL,7.5,0.03,4.0,606,No
30036,38.0,male,High School,53594.0,14,RENT,5000.0,PERSONAL,15.65,0.09,14.0,639,No
22150,27.0,male,Associate,64721.0,4,OWN,8000.0,PERSONAL,14.54,0.12,10.0,700,Yes
24886,27.0,female,Associate,47666.0,6,RENT,11100.0,DEBTCONSOLIDATION,11.01,0.23,9.0,605,No
640,22.0,female,Associate,24993.0,1,MORTGAGE,16600.0,PERSONAL,9.76,0.66,3.0,634,Yes
1722,21.0,male,Associate,58638.0,0,RENT,1800.0,DEBTCONSOLIDATION,13.35,0.03,2.0,701,Yes
38670,24.0,female,Bachelor,40721.0,0,RENT,8875.0,EDUCATION,11.85,0.22,6.0,552,Yes
38782,28.0,male,Master,55211.0,4,MORTGAGE,6400.0,PERSONAL,9.38,0.12,6.0,658,Yes
18509,28.0,female,High School,15399.0,8,RENT,1000.0,HOMEIMPROVEMENT,16.32,0.06,9.0,669,No
7159,23.0,male,Master,87347.0,3,RENT,7000.0,MEDICAL,7.9,0.08,2.0,644,Yes
32991,26.0,female,Bachelor,207497.0,7,RENT,12000.0,EDUCATION,11.49,0.06,4.0,659,Yes
6313,22.0,female,High School,52637.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,13.79,0.23,4.0,546,No
34636,23.0,female,High School,108928.0,1,MORTGAGE,20000.0,PERSONAL,11.01,0.18,4.0,643,Yes
5594,25.0,male,Master,55019.0,2,MORTGAGE,7500.0,VENTURE,10.39,0.14,3.0,678,No
9966,22.0,female,High School,71870.0,2,MORTGAGE,4900.0,HOMEIMPROVEMENT,15.62,0.07,4.0,631,No
28638,31.0,male,Bachelor,31039.0,11,RENT,10750.0,PERSONAL,12.53,0.35,7.0,615,No
29712,44.0,male,Bachelor,36859.0,24,MORTGAGE,4500.0,DEBTCONSOLIDATION,15.62,0.12,15.0,664,No
23660,28.0,male,Bachelor,78694.0,5,MORTGAGE,10000.0,VENTURE,7.49,0.13,5.0,549,Yes
39045,26.0,male,High School,67116.0,2,RENT,10202.0,PERSONAL,8.89,0.15,3.0,659,Yes
20695,29.0,female,High School,41423.0,5,RENT,5000.0,DEBTCONSOLIDATION,13.92,0.12,10.0,618,No
22782,30.0,male,Bachelor,53783.0,9,RENT,7600.0,MEDICAL,7.74,0.14,8.0,546,Yes
19774,28.0,female,Associate,43924.0,5,OWN,2500.0,PERSONAL,15.99,0.06,8.0,667,No
21738,27.0,female,Master,62800.0,4,RENT,6000.0,EDUCATION,8.49,0.1,6.0,656,No
25316,28.0,female,Associate,29647.0,4,RENT,3000.0,PERSONAL,15.23,0.1,7.0,687,Yes
41452,31.0,male,Doctorate,29722.0,11,RENT,6000.0,VENTURE,6.29,0.2,8.0,691,No
26169,29.0,male,Bachelor,117074.0,3,OWN,14600.0,MEDICAL,15.65,0.12,9.0,658,Yes
2039,23.0,male,High School,48028.0,0,RENT,2200.0,VENTURE,11.72,0.05,2.0,690,No
39765,27.0,female,Master,41922.0,5,RENT,9000.0,PERSONAL,12.1,0.21,7.0,684,No
38546,33.0,female,Associate,57147.0,10,MORTGAGE,5512.0,MEDICAL,11.06,0.1,9.0,680,Yes
27751,34.0,male,Associate,222685.0,11,MORTGAGE,18250.0,DEBTCONSOLIDATION,11.01,0.08,5.0,638,Yes
23098,30.0,female,Bachelor,63191.0,9,RENT,8000.0,DEBTCONSOLIDATION,11.11,0.13,8.0,667,No
43421,23.0,female,Master,36098.0,0,RENT,10000.0,DEBTCONSOLIDATION,18.11,0.28,4.0,710,No
746,22.0,female,Bachelor,26902.0,4,MORTGAGE,1400.0,VENTURE,11.01,0.05,2.0,653,Yes
31300,44.0,male,Doctorate,103142.0,18,MORTGAGE,7000.0,PERSONAL,10.62,0.07,12.0,642,Yes
43059,24.0,male,High School,51478.0,2,RENT,10000.0,HOMEIMPROVEMENT,15.25,0.19,3.0,649,No
6914,23.0,male,High School,61185.0,1,MORTGAGE,2000.0,EDUCATION,11.91,0.03,2.0,676,Yes
3439,24.0,male,Bachelor,49151.0,2,RENT,10800.0,DEBTCONSOLIDATION,6.92,0.22,4.0,532,Yes
41120,23.0,male,Associate,64282.0,0,RENT,13863.0,VENTURE,12.54,0.22,3.0,629,Yes
14387,25.0,female,High School,127042.0,3,MORTGAGE,12000.0,VENTURE,12.84,0.09,2.0,625,No
30326,36.0,female,High School,63828.0,16,RENT,7000.0,DEBTCONSOLIDATION,13.85,0.11,11.0,710,No
12876,23.0,female,Associate,90598.0,1,RENT,12000.0,DEBTCONSOLIDATION,11.58,0.13,3.0,677,Yes
34233,36.0,female,High School,56330.0,12,RENT,10000.0,MEDICAL,7.01,0.18,10.0,574,Yes
23286,30.0,female,Bachelor,33883.0,9,RENT,5000.0,MEDICAL,11.01,0.15,5.0,718,No
36203,24.0,male,High School,28759.0,0,RENT,1559.0,MEDICAL,9.63,0.05,2.0,589,Yes
39611,26.0,male,Associate,24952.0,4,RENT,4000.0,PERSONAL,13.63,0.16,4.0,675,No
1020,26.0,female,Master,71618.0,1,RENT,18000.0,VENTURE,16.0,0.25,4.0,675,No
31091,37.0,male,High School,91564.0,14,MORTGAGE,28000.0,DEBTCONSOLIDATION,7.49,0.31,15.0,565,No
29565,42.0,female,High School,47031.0,17,RENT,13000.0,MEDICAL,11.01,0.28,11.0,684,No
19512,35.0,male,High School,64272.0,15,RENT,12000.0,HOMEIMPROVEMENT,10.36,0.19,8.0,583,Yes
17677,22.0,female,High School,75094.0,0,RENT,8400.0,MEDICAL,13.47,0.11,3.0,580,Yes
35012,26.0,male,Associate,105198.0,5,MORTGAGE,25000.0,DEBTCONSOLIDATION,13.12,0.24,3.0,634,No
32495,58.0,male,Bachelor,121416.0,35,RENT,12000.0,EDUCATION,8.9,0.1,30.0,744,Yes
14688,22.0,female,Bachelor,45999.0,0,RENT,15000.0,PERSONAL,7.88,0.33,3.0,683,No
29430,36.0,male,Master,33173.0,12,OWN,4500.0,MEDICAL,7.66,0.14,11.0,678,No
6368,25.0,male,High School,37206.0,3,RENT,6000.0,EDUCATION,14.74,0.16,4.0,649,No
15593,23.0,male,Bachelor,180696.0,3,MORTGAGE,25000.0,MEDICAL,12.98,0.14,3.0,591,Yes
41300,24.0,male,High School,61459.0,0,RENT,6500.0,VENTURE,11.06,0.11,5.0,569,Yes
33049,24.0,female,Associate,75392.0,4,RENT,10000.0,EDUCATION,13.7,0.13,3.0,607,Yes
16599,25.0,male,High School,101077.0,2,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.76,0.05,3.0,589,No
6504,26.0,male,Doctorate,60897.0,3,OWN,9825.0,VENTURE,7.9,0.16,4.0,693,Yes
34714,23.0,male,Master,58471.0,0,MORTGAGE,6627.0,EDUCATION,11.35,0.11,3.0,625,Yes
19642,29.0,female,Master,68621.0,8,RENT,3150.0,MEDICAL,15.62,0.05,10.0,664,No
41206,30.0,female,High School,124134.0,7,MORTGAGE,25000.0,PERSONAL,12.19,0.2,8.0,588,Yes
22815,27.0,male,Master,70872.0,6,OWN,4000.0,EDUCATION,11.14,0.06,10.0,603,No
31362,38.0,female,Associate,109111.0,18,MORTGAGE,21000.0,VENTURE,10.59,0.19,11.0,661,No
35781,34.0,male,High School,31169.0,9,RENT,3730.0,DEBTCONSOLIDATION,12.45,0.12,7.0,597,Yes
6911,26.0,female,Associate,60844.0,5,MORTGAGE,5000.0,EDUCATION,9.32,0.08,2.0,648,Yes
40601,27.0,female,Bachelor,118857.0,3,MORTGAGE,1000.0,HOMEIMPROVEMENT,8.62,0.01,8.0,659,Yes
43110,29.0,male,Master,34123.0,6,RENT,8577.0,EDUCATION,19.36,0.25,9.0,696,No
20081,32.0,male,Master,22500.0,8,RENT,4000.0,EDUCATION,15.2,0.18,10.0,555,No
2740,24.0,female,High School,41988.0,0,MORTGAGE,5100.0,PERSONAL,14.35,0.12,4.0,612,Yes
24107,27.0,male,Bachelor,41990.0,5,RENT,10000.0,MEDICAL,16.77,0.24,7.0,609,No
35693,31.0,male,High School,129359.0,5,MORTGAGE,12000.0,EDUCATION,13.65,0.09,10.0,583,Yes
37374,27.0,male,High School,70776.0,6,RENT,4542.0,EDUCATION,14.42,0.06,7.0,645,Yes
36080,22.0,female,Master,40382.0,0,RENT,5000.0,EDUCATION,10.91,0.12,2.0,545,Yes
8678,26.0,female,Master,73134.0,6,MORTGAGE,18000.0,MEDICAL,13.49,0.25,4.0,687,Yes
39327,24.0,male,High School,46373.0,0,OWN,13562.0,MEDICAL,11.59,0.29,5.0,610,Yes
318,25.0,female,Bachelor,205144.0,0,MORTGAGE,20000.0,EDUCATION,7.49,0.1,2.0,545,Yes
43224,23.0,female,Bachelor,44156.0,0,RENT,3000.0,PERSONAL,11.74,0.07,5.0,631,No
6635,25.0,male,High School,63577.0,0,RENT,6000.0,VENTURE,12.87,0.09,4.0,590,Yes
36781,26.0,male,Associate,58740.0,2,RENT,10000.0,EDUCATION,12.17,0.17,3.0,642,Yes
8964,23.0,male,Bachelor,73089.0,0,MORTGAGE,2000.0,PERSONAL,10.36,0.03,2.0,621,No
10923,24.0,male,High School,36997.0,2,RENT,4300.0,MEDICAL,9.63,0.12,4.0,631,No
1102,24.0,male,Bachelor,70497.0,0,RENT,17500.0,EDUCATION,13.49,0.25,4.0,661,Yes
5684,25.0,female,Bachelor,135638.0,2,RENT,5000.0,DEBTCONSOLIDATION,10.25,0.04,3.0,657,Yes
39749,31.0,female,High School,79587.0,8,RENT,8000.0,PERSONAL,7.4,0.1,6.0,581,Yes
8738,25.0,male,High School,72980.0,3,MORTGAGE,23275.0,DEBTCONSOLIDATION,12.42,0.32,3.0,527,Yes
23697,29.0,male,Bachelor,78688.0,5,MORTGAGE,9600.0,HOMEIMPROVEMENT,5.79,0.12,5.0,658,Yes
38388,28.0,male,High School,59894.0,4,MORTGAGE,8500.0,PERSONAL,10.63,0.14,7.0,648,Yes
25824,30.0,female,High School,19119.0,10,RENT,2700.0,HOMEIMPROVEMENT,7.29,0.14,5.0,627,No
9351,23.0,male,Bachelor,74246.0,2,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.88,0.13,3.0,583,Yes
3829,23.0,male,Bachelor,47347.0,1,OWN,6000.0,PERSONAL,13.24,0.13,3.0,626,No
25245,28.0,female,Master,56588.0,4,RENT,12000.0,MEDICAL,11.01,0.21,8.0,582,No
4758,22.0,male,High School,51316.0,0,OWN,12000.0,EDUCATION,11.01,0.23,4.0,642,Yes
2415,24.0,male,Bachelor,96802.0,1,RENT,2500.0,HOMEIMPROVEMENT,9.62,0.03,2.0,629,Yes
33961,23.0,male,Associate,71377.0,0,OWN,5084.0,HOMEIMPROVEMENT,11.62,0.07,4.0,633,No
41515,33.0,female,Bachelor,37147.0,12,MORTGAGE,5000.0,VENTURE,12.37,0.13,10.0,607,Yes
334,23.0,female,Associate,203403.0,0,RENT,20000.0,EDUCATION,11.58,0.1,3.0,648,No
41609,28.0,male,High School,59463.0,4,RENT,12000.0,VENTURE,12.87,0.2,7.0,556,No
13432,25.0,male,High School,110707.0,3,MORTGAGE,6000.0,PERSONAL,7.68,0.05,4.0,658,Yes
27147,28.0,female,Bachelor,30789.0,7,RENT,1500.0,EDUCATION,8.0,0.05,5.0,579,No
26427,28.0,female,High School,121979.0,4,MORTGAGE,6000.0,PERSONAL,8.32,0.05,9.0,644,Yes
12066,25.0,female,High School,75111.0,1,MORTGAGE,18300.0,MEDICAL,10.62,0.24,3.0,471,No
34549,26.0,female,Bachelor,120579.0,3,MORTGAGE,8000.0,MEDICAL,11.39,0.07,5.0,701,No
8369,24.0,male,Bachelor,69858.0,0,MORTGAGE,4000.0,PERSONAL,6.76,0.06,3.0,631,No
41784,30.0,male,Bachelor,30133.0,7,RENT,5000.0,DEBTCONSOLIDATION,10.97,0.17,8.0,634,Yes
39832,39.0,male,Associate,103038.0,18,MORTGAGE,10000.0,EDUCATION,10.09,0.1,15.0,656,Yes
21635,30.0,female,Master,61209.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.62,0.16,7.0,611,Yes
20890,29.0,male,Associate,77983.0,7,RENT,9000.0,DEBTCONSOLIDATION,11.01,0.12,6.0,689,No
38352,23.0,female,Master,62721.0,1,MORTGAGE,16000.0,VENTURE,10.91,0.26,3.0,665,Yes
2562,26.0,female,High School,38208.0,3,RENT,3000.0,MEDICAL,13.36,0.08,4.0,634,No
40919,28.0,male,Bachelor,99300.0,5,RENT,4000.0,DEBTCONSOLIDATION,8.73,0.04,10.0,621,Yes
11293,23.0,male,Master,67032.0,2,RENT,10000.0,EDUCATION,10.37,0.15,4.0,600,Yes
40745,26.0,female,High School,53656.0,3,RENT,4000.0,VENTURE,14.06,0.07,4.0,649,No
20774,34.0,male,Associate,50961.0,14,RENT,5000.0,PERSONAL,10.65,0.1,6.0,646,No
24571,27.0,male,Bachelor,73149.0,6,RENT,10000.0,PERSONAL,13.22,0.14,7.0,685,No
23837,27.0,female,Bachelor,73363.0,5,MORTGAGE,2000.0,MEDICAL,15.7,0.03,6.0,660,No
23166,30.0,female,High School,73115.0,9,MORTGAGE,6000.0,DEBTCONSOLIDATION,12.73,0.08,6.0,693,Yes
30431,36.0,male,High School,67190.0,11,MORTGAGE,3000.0,EDUCATION,11.01,0.04,14.0,574,No
32941,32.0,male,Associate,181303.0,6,RENT,8000.0,EDUCATION,11.85,0.04,6.0,613,Yes
39101,26.0,male,Bachelor,63214.0,2,MORTGAGE,6533.0,PERSONAL,8.14,0.1,4.0,618,Yes
3177,24.0,female,Associate,43983.0,4,MORTGAGE,3600.0,PERSONAL,16.77,0.08,2.0,532,Yes
14384,25.0,male,Associate,195394.0,3,RENT,14500.0,EDUCATION,7.9,0.07,4.0,571,Yes
42062,29.0,female,High School,89845.0,4,RENT,15000.0,PERSONAL,11.4,0.17,7.0,611,No
7793,22.0,male,Associate,39441.0,0,RENT,7000.0,PERSONAL,11.01,0.18,4.0,660,No
1617,23.0,female,Bachelor,34286.0,0,MORTGAGE,5225.0,HOMEIMPROVEMENT,14.84,0.15,2.0,601,No
11482,24.0,male,Bachelor,90929.0,4,MORTGAGE,15000.0,HOMEIMPROVEMENT,6.03,0.16,2.0,611,Yes
4435,22.0,female,High School,50707.0,0,RENT,4800.0,EDUCATION,11.89,0.09,3.0,602,No
40426,32.0,female,Bachelor,62610.0,7,RENT,11000.0,VENTURE,7.18,0.18,5.0,652,Yes
33801,36.0,female,High School,132990.0,9,MORTGAGE,25000.0,DEBTCONSOLIDATION,10.99,0.19,12.0,565,Yes
9870,21.0,female,High School,78958.0,0,MORTGAGE,2200.0,DEBTCONSOLIDATION,12.42,0.03,3.0,646,Yes
40760,23.0,female,High School,92271.0,1,RENT,15000.0,DEBTCONSOLIDATION,10.75,0.16,4.0,630,No
17586,21.0,male,Bachelor,17495.0,1,RENT,4750.0,EDUCATION,12.73,0.27,2.0,632,No
8857,22.0,female,Bachelor,72786.0,0,MORTGAGE,2500.0,EDUCATION,6.99,0.03,3.0,652,Yes
10377,24.0,male,Bachelor,81189.0,5,OWN,13000.0,VENTURE,11.01,0.16,3.0,593,Yes
8658,24.0,male,Master,36920.0,3,RENT,8000.0,PERSONAL,9.25,0.22,2.0,692,No
8328,22.0,female,Bachelor,54578.0,1,RENT,7500.0,DEBTCONSOLIDATION,8.49,0.14,4.0,629,No
20465,33.0,male,Bachelor,34356.0,7,RENT,4800.0,VENTURE,9.63,0.14,8.0,545,Yes
2021,22.0,female,Bachelor,36798.0,0,MORTGAGE,5000.0,EDUCATION,6.91,0.14,3.0,685,No
20066,27.0,male,Associate,15695.0,4,RENT,4000.0,VENTURE,14.22,0.25,7.0,633,No
40001,22.0,female,Master,45554.0,2,RENT,5063.0,DEBTCONSOLIDATION,8.68,0.11,4.0,650,No
10504,22.0,male,Associate,38579.0,2,RENT,10000.0,VENTURE,19.42,0.26,2.0,655,No
33994,66.0,male,Associate,51628.0,45,RENT,6475.0,MEDICAL,9.99,0.13,25.0,719,No
31587,38.0,male,High School,133334.0,15,MORTGAGE,3000.0,MEDICAL,8.49,0.02,17.0,695,No
32153,36.0,male,High School,87508.0,13,MORTGAGE,8000.0,VENTURE,6.92,0.09,16.0,686,No
36715,25.0,female,Bachelor,133410.0,2,MORTGAGE,5564.0,VENTURE,10.64,0.04,4.0,598,Yes
18893,27.0,female,Associate,35186.0,7,MORTGAGE,2400.0,PERSONAL,6.39,0.07,8.0,695,Yes
39734,32.0,male,Bachelor,68933.0,5,OWN,12002.0,PERSONAL,14.91,0.17,6.0,601,Yes
25417,28.0,female,High School,81666.0,4,RENT,12000.0,EDUCATION,11.01,0.15,7.0,523,Yes
18801,28.0,female,Associate,33304.0,7,OWN,5600.0,EDUCATION,5.42,0.17,8.0,666,Yes
35037,39.0,female,Associate,66950.0,17,OWN,1000.0,VENTURE,11.09,0.01,16.0,682,Yes
15454,26.0,male,High School,127468.0,4,MORTGAGE,24000.0,MEDICAL,14.61,0.19,3.0,618,No
21567,29.0,male,Bachelor,41576.0,8,RENT,6000.0,VENTURE,14.91,0.14,6.0,625,No
22789,30.0,male,Master,70615.0,6,OWN,6000.0,PERSONAL,5.79,0.08,5.0,594,Yes
7165,26.0,male,High School,63163.0,4,MORTGAGE,1500.0,PERSONAL,9.7,0.02,3.0,515,Yes
21675,29.0,female,Master,60647.0,8,MORTGAGE,21850.0,MEDICAL,12.42,0.36,10.0,712,Yes
35810,22.0,male,Master,66109.0,0,RENT,3500.0,HOMEIMPROVEMENT,6.39,0.05,3.0,649,Yes
44661,26.0,female,High School,41680.0,5,RENT,10000.0,EDUCATION,13.79,0.24,4.0,657,No
12094,25.0,female,Bachelor,96605.0,5,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,0.1,4.0,656,No
38233,28.0,male,High School,50148.0,7,RENT,1671.0,HOMEIMPROVEMENT,14.95,0.03,7.0,636,No
38764,25.0,male,High School,58831.0,1,MORTGAGE,20000.0,PERSONAL,11.79,0.34,7.0,675,No
25712,34.0,female,High School,225473.0,8,RENT,12000.0,VENTURE,7.9,0.05,10.0,644,Yes
27062,27.0,male,Bachelor,62071.0,6,RENT,1600.0,VENTURE,10.59,0.03,6.0,636,Yes
27432,27.0,female,High School,168810.0,2,MORTGAGE,2700.0,MEDICAL,11.01,0.02,9.0,667,No
13007,23.0,female,Associate,105518.0,5,MORTGAGE,17000.0,MEDICAL,7.51,0.16,3.0,529,Yes
33537,34.0,female,Master,73402.0,13,RENT,8000.0,PERSONAL,12.69,0.11,7.0,659,Yes
40730,28.0,male,Master,116621.0,5,MORTGAGE,11100.0,HOMEIMPROVEMENT,8.09,0.1,8.0,606,Yes
32830,25.0,male,Bachelor,38397.0,0,RENT,1424.0,EDUCATION,10.55,0.04,2.0,669,Yes
8014,25.0,male,High School,43222.0,1,RENT,7200.0,MEDICAL,8.9,0.17,3.0,666,No
43070,22.0,female,Associate,59584.0,1,RENT,10418.0,DEBTCONSOLIDATION,9.15,0.17,2.0,593,No
43709,24.0,female,High School,71766.0,1,RENT,3000.0,MEDICAL,10.77,0.04,4.0,579,No
10069,24.0,male,High School,79052.0,0,MORTGAGE,8500.0,EDUCATION,7.51,0.11,2.0,593,Yes
25147,31.0,female,High School,97072.0,11,MORTGAGE,7500.0,EDUCATION,12.18,0.08,7.0,618,Yes
40134,26.0,female,High School,66961.0,2,RENT,8483.0,EDUCATION,10.65,0.13,3.0,565,Yes
36115,25.0,male,Bachelor,85044.0,2,RENT,8000.0,EDUCATION,15.96,0.09,3.0,643,Yes
21191,29.0,male,High School,55954.0,3,MORTGAGE,6000.0,DEBTCONSOLIDATION,13.49,0.11,8.0,668,No
41146,39.0,female,Master,58769.0,15,MORTGAGE,14320.0,DEBTCONSOLIDATION,9.23,0.24,12.0,690,Yes
7212,25.0,male,Bachelor,56329.0,2,MORTGAGE,6000.0,MEDICAL,10.99,0.11,3.0,551,No
2566,22.0,female,Associate,38543.0,0,RENT,3000.0,DEBTCONSOLIDATION,7.68,0.08,4.0,640,Yes
2429,26.0,male,Master,19143.0,4,RENT,2800.0,EDUCATION,15.31,0.15,4.0,623,No
37451,40.0,male,High School,35455.0,14,RENT,1054.0,MEDICAL,11.39,0.03,13.0,629,No
21439,30.0,male,Master,51540.0,10,MORTGAGE,4500.0,MEDICAL,7.49,0.09,7.0,691,No
28251,29.0,male,Master,210777.0,5,MORTGAGE,10000.0,MEDICAL,11.01,0.05,7.0,686,No
27539,27.0,male,Associate,180610.0,8,OWN,15000.0,MEDICAL,11.03,0.08,10.0,667,No
11082,24.0,male,Bachelor,87301.0,2,MORTGAGE,12000.0,PERSONAL,6.03,0.14,2.0,636,No
17193,22.0,male,Bachelor,71741.0,0,MORTGAGE,6400.0,DEBTCONSOLIDATION,11.01,0.09,4.0,660,No
14528,25.0,male,Associate,132059.0,0,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.25,0.11,3.0,551,Yes
39532,23.0,male,High School,105524.0,2,MORTGAGE,7500.0,DEBTCONSOLIDATION,10.94,0.07,2.0,686,No
6481,26.0,female,Master,60839.0,1,MORTGAGE,8000.0,DEBTCONSOLIDATION,6.62,0.13,4.0,592,Yes
44895,26.0,female,High School,105017.0,4,RENT,23000.0,DEBTCONSOLIDATION,9.56,0.22,5.0,666,No
42434,25.0,female,Associate,71874.0,2,RENT,3468.0,EDUCATION,14.12,0.05,2.0,595,No
40177,24.0,male,Bachelor,23374.0,2,RENT,1636.0,MEDICAL,8.51,0.07,4.0,622,Yes
30877,42.0,female,High School,39711.0,23,RENT,10000.0,PERSONAL,11.71,0.25,11.0,679,No
39838,25.0,female,Bachelor,96673.0,2,MORTGAGE,7000.0,PERSONAL,10.8,0.07,2.0,669,Yes
43171,31.0,male,High School,65627.0,9,RENT,20000.0,DEBTCONSOLIDATION,14.03,0.3,7.0,674,No
27294,28.0,male,Associate,156854.0,2,OWN,24000.0,EDUCATION,11.83,0.15,10.0,563,Yes
25461,28.0,male,Bachelor,88103.0,2,RENT,12000.0,DEBTCONSOLIDATION,7.49,0.14,6.0,690,Yes
20306,32.0,male,Bachelor,114871.0,13,RENT,4000.0,HOMEIMPROVEMENT,7.49,0.03,8.0,685,Yes
4207,24.0,male,Bachelor,42780.0,0,RENT,4500.0,MEDICAL,12.87,0.11,3.0,652,No
13400,23.0,male,High School,110351.0,0,MORTGAGE,1000.0,EDUCATION,11.71,0.01,3.0,594,Yes
42472,30.0,female,Bachelor,65578.0,7,RENT,20000.0,PERSONAL,15.43,0.3,9.0,492,No
4611,24.0,female,Master,145219.0,1,RENT,10000.0,MEDICAL,7.88,0.07,2.0,610,Yes
15052,23.0,male,Master,145172.0,3,MORTGAGE,17000.0,PERSONAL,8.94,0.12,2.0,706,No
20347,29.0,male,Bachelor,17061.0,7,RENT,4475.0,VENTURE,16.89,0.26,9.0,694,No
3311,25.0,female,High School,44441.0,5,RENT,3600.0,EDUCATION,15.23,0.08,4.0,571,Yes
6234,24.0,male,High School,58652.0,3,OWN,10400.0,VENTURE,7.37,0.18,3.0,658,Yes
27310,28.0,male,Master,156956.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,13.55,0.08,8.0,683,Yes
17428,22.0,female,Associate,53638.0,0,MORTGAGE,9000.0,EDUCATION,14.11,0.17,4.0,692,No
39269,25.0,female,Bachelor,63417.0,3,MORTGAGE,3903.0,EDUCATION,11.08,0.06,4.0,590,Yes
7475,22.0,male,High School,39160.0,0,RENT,6800.0,VENTURE,14.11,0.17,2.0,559,No
44167,25.0,female,Master,94258.0,2,RENT,10000.0,EDUCATION,14.53,0.11,5.0,608,No
33098,27.0,female,Bachelor,70734.0,5,RENT,4654.0,EDUCATION,12.55,0.07,9.0,641,Yes
26942,27.0,male,Bachelor,144533.0,7,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.49,0.1,6.0,533,Yes
14651,23.0,male,High School,44135.0,0,RENT,15000.0,VENTURE,13.49,0.34,3.0,582,No
7881,26.0,female,Master,66738.0,4,MORTGAGE,2800.0,VENTURE,13.49,0.04,2.0,671,No
17982,27.0,female,Bachelor,249456.0,9,MORTGAGE,22000.0,VENTURE,10.62,0.09,5.0,522,Yes
13715,22.0,male,Bachelor,115457.0,2,MORTGAGE,10000.0,PERSONAL,9.07,0.09,3.0,579,Yes
6924,25.0,female,Master,102851.0,4,RENT,6000.0,MEDICAL,10.0,0.06,3.0,660,No
31765,45.0,female,Master,168861.0,25,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.29,0.04,17.0,732,Yes
3432,22.0,female,Bachelor,43759.0,1,RENT,10875.0,HOMEIMPROVEMENT,12.84,0.25,4.0,616,No
34891,31.0,male,Bachelor,100407.0,8,MORTGAGE,7500.0,MEDICAL,10.83,0.07,6.0,608,Yes
10353,23.0,male,High School,81110.0,0,MORTGAGE,5600.0,DEBTCONSOLIDATION,7.49,0.07,2.0,638,Yes
26807,28.0,male,Master,33919.0,7,OWN,2000.0,PERSONAL,11.12,0.06,8.0,562,Yes
19447,32.0,male,Bachelor,55279.0,9,RENT,3000.0,PERSONAL,12.61,0.05,7.0,620,No
44877,28.0,male,Master,60799.0,6,RENT,25000.0,VENTURE,12.21,0.41,7.0,591,No
40894,30.0,female,Associate,69501.0,7,RENT,6000.0,VENTURE,8.66,0.09,9.0,618,Yes
42012,36.0,male,Bachelor,64572.0,14,RENT,3514.0,DEBTCONSOLIDATION,9.31,0.05,16.0,668,Yes
7677,24.0,male,High School,65918.0,1,MORTGAGE,8525.0,MEDICAL,8.59,0.13,4.0,605,Yes
24623,31.0,female,Bachelor,91145.0,7,MORTGAGE,3000.0,VENTURE,8.49,0.03,5.0,557,Yes
44499,26.0,female,Associate,35946.0,3,RENT,10621.0,PERSONAL,8.79,0.3,7.0,635,No
40529,22.0,female,Associate,49282.0,0,RENT,10000.0,VENTURE,11.01,0.2,2.0,679,Yes
11210,26.0,female,Bachelor,87280.0,3,OWN,10000.0,MEDICAL,7.74,0.11,4.0,615,No
3897,24.0,female,Bachelor,48928.0,1,RENT,4000.0,DEBTCONSOLIDATION,5.42,0.08,2.0,637,No
